Year_Birth,Education,Marital_Status,Income,Kidhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumStorePurchases,NumWebVisitsMonth,Complain,WebPurchases,Age,Children,TotalSpent,CustomerType
1978,PhD,Married,37717.0,1,31,9,0,6,4,1,5,2,9,0,0,48,1,25,Não Comprador
1952,Master,Together,43776.0,1,9,177,2,71,3,2,20,4,8,0,1,74,1,275,Comprador
1966,Master,Married,38179.0,1,30,38,4,22,4,2,20,3,7,0,0,60,1,90,Não Comprador
1963,Graduation,Married,80124.0,0,47,483,84,398,205,84,241,8,1,0,0,63,0,1495,Não Comprador
1970,PhD,Married,38097.0,1,70,77,2,35,0,1,69,2,7,0,0,56,1,184,Não Comprador
1970,Graduation,Married,72940.0,0,13,182,74,298,162,149,116,6,1,0,0,56,0,981,Não Comprador
1970,Graduation,Together,22070.0,1,11,10,7,19,8,2,21,2,6,0,0,56,1,67,Não Comprador
1953,Graduation,Single,69267.0,0,31,778,44,499,95,73,146,5,7,0,0,73,0,1635,Não Comprador
1983,Master,Single,31788.0,1,15,16,7,23,0,8,6,4,5,1,0,43,1,60,Não Comprador
1975,PhD,Together,61905.0,0,2,167,0,43,6,2,13,4,5,0,1,51,0,231,Comprador
1960,Graduation,Married,29315.0,1,55,13,2,14,8,7,4,4,6,0,0,66,1,48,Não Comprador
1963,Graduation,Divorced,33378.0,1,38,33,6,40,3,7,10,4,7,0,0,63,1,99,Não Comprador
1963,PhD,Together,66313.0,0,86,625,7,99,10,22,7,12,4,0,1,63,0,770,Comprador
1956,Graduation,Single,60714.0,0,56,216,162,224,101,92,162,10,5,0,1,70,0,957,Comprador
1981,Master,Together,77882.0,0,29,68,129,396,188,22,15,5,1,0,0,45,0,818,Não Comprador
1986,PhD,Single,69867.0,0,30,196,0,512,33,130,54,8,1,0,0,40,0,925,Não Comprador
1968,Master,Divorced,63841.0,0,64,635,15,100,20,7,131,9,6,0,1,58,0,908,Comprador
1981,Basic,Married,24480.0,1,46,4,19,9,28,25,17,4,7,0,0,45,1,102,Não Comprador
1976,Graduation,Together,51369.0,0,84,297,7,79,0,11,182,4,8,0,1,50,0,576,Comprador
1946,Graduation,Together,37760.0,0,20,84,5,38,150,12,28,6,7,0,1,80,0,317,Comprador
1974,PhD,Together,65640.0,0,74,204,7,149,20,15,66,8,2,0,1,52,0,461,Comprador
1975,Master,Married,44319.0,1,18,26,0,8,0,0,3,3,5,0,0,51,1,37,Não Comprador
1974,Graduation,Married,30631.0,1,75,15,6,20,4,5,20,2,7,0,0,52,1,70,Não Comprador
1952,Graduation,Together,75278.0,0,17,304,98,230,150,74,74,13,3,0,1,74,0,930,Comprador
1956,Master,Together,50898.0,1,88,285,28,242,55,114,135,12,5,0,1,70,1,859,Comprador
1966,Graduation,Widow,79946.0,0,19,395,183,565,166,141,28,5,3,0,1,60,0,1478,Comprador
1949,Master,Divorced,35416.0,0,62,248,3,81,4,3,51,5,8,0,1,77,0,390,Comprador
1984,2n Cycle,Together,32414.0,0,11,20,6,5,0,9,12,3,7,0,0,42,0,52,Não Comprador
1969,Graduation,Together,38361.0,1,74,39,0,56,20,8,14,3,7,0,0,57,1,137,Não Comprador
1980,Graduation,Married,82497.0,0,32,777,129,573,216,21,203,9,4,0,0,46,0,1919,Não Comprador
1971,Graduation,Together,16626.0,2,76,8,3,22,21,1,13,3,9,0,0,55,2,68,Não Comprador
1965,Graduation,Together,29672.0,1,6,9,1,3,0,4,8,3,6,0,0,61,1,25,Não Comprador
1952,Master,Together,55951.0,0,62,1241,0,80,0,13,40,11,8,0,0,74,0,1374,Não Comprador
1988,2n Cycle,Divorced,35388.0,1,20,6,4,7,4,3,8,3,7,0,0,38,1,32,Não Comprador
1986,Master,Together,42386.0,1,43,65,4,16,0,4,11,3,8,0,0,40,1,100,Não Comprador
1982,Graduation,Single,68627.0,0,45,395,15,263,60,54,38,6,1,0,0,44,0,825,Não Comprador
1965,PhD,Divorced,57912.0,0,34,801,0,80,0,0,35,12,5,0,1,61,0,916,Comprador
1958,Graduation,Divorced,35246.0,1,53,36,0,12,2,2,10,3,5,0,0,68,1,62,Não Comprador
1956,2n Cycle,Together,58821.0,0,44,513,14,154,19,0,28,9,6,0,1,70,0,728,Comprador
1978,PhD,Married,46377.0,1,89,37,0,46,4,3,0,3,4,0,0,48,1,90,Não Comprador
1988,Graduation,Single,39747.0,1,43,80,15,93,20,13,52,4,8,0,1,38,1,273,Comprador
1984,Graduation,Together,23976.0,1,68,14,1,21,2,3,25,3,7,0,0,42,1,66,Não Comprador
1961,Master,Married,80950.0,0,44,525,147,112,219,147,63,9,2,0,1,65,0,1213,Comprador
1966,Graduation,Widow,27038.0,0,64,1,26,25,17,23,15,3,9,0,0,60,0,107,Não Comprador
1947,Graduation,Single,77457.0,0,85,675,11,400,15,45,11,10,1,0,0,79,0,1157,Não Comprador
1964,Master,Married,64100.0,0,93,509,0,27,0,0,10,6,7,0,1,62,0,546,Comprador
1992,Master,Together,42670.0,0,12,154,2,46,20,4,15,4,4,0,1,34,0,241,Comprador
1976,Graduation,Divorced,12571.0,1,86,3,5,14,2,12,17,3,6,0,0,50,1,53,Não Comprador
1967,Graduation,Married,22574.0,2,28,25,0,8,2,0,2,3,7,0,0,59,2,37,Não Comprador
1989,Graduation,Married,51381.5,0,69,861,138,461,60,30,61,12,3,0,1,37,0,1611,Comprador
1976,Master,Single,70893.0,0,42,768,44,561,77,44,14,10,3,0,1,50,0,1508,Comprador
1966,Graduation,Married,54198.0,1,13,185,0,28,3,2,17,6,4,0,0,60,1,235,Não Comprador
1956,Master,Together,28839.0,1,86,24,0,7,0,0,1,3,5,0,0,70,1,32,Não Comprador
1972,Graduation,Married,40321.0,1,59,44,4,21,6,0,27,3,7,0,0,54,1,102,Não Comprador
1985,Graduation,Single,66503.0,1,30,91,64,128,65,3,50,6,3,0,1,41,1,401,Comprador
1951,Graduation,Married,30833.0,1,33,11,0,7,3,1,6,3,5,0,0,75,1,28,Não Comprador
1970,Graduation,Single,51381.5,1,67,738,20,172,52,50,20,10,7,0,0,56,1,1052,Não Comprador
1971,Graduation,Married,64795.0,0,23,412,5,119,38,29,77,12,2,0,0,55,0,680,Não Comprador
1974,Graduation,Married,34421.0,1,81,3,3,7,6,2,9,2,7,0,0,52,1,30,Não Comprador
1965,PhD,Divorced,47025.0,1,6,16,0,3,0,0,1,2,7,0,0,61,1,20,Não Comprador
1961,PhD,Divorced,64325.0,0,41,731,60,353,78,12,73,5,7,0,1,65,0,1307,Comprador
1953,Graduation,Single,40464.0,0,78,424,17,118,7,23,41,8,8,0,1,73,0,630,Comprador
1957,Graduation,Married,62187.0,0,49,792,0,275,45,45,126,5,3,0,1,69,0,1283,Comprador
1976,PhD,Divorced,14849.0,1,39,21,2,28,3,2,9,4,8,0,0,50,1,65,Não Comprador
1984,Graduation,Married,27255.0,1,3,22,1,11,0,1,2,3,7,0,0,42,1,37,Não Comprador
1950,PhD,Married,54432.0,2,37,33,0,5,0,0,0,3,4,0,0,76,2,38,Não Comprador
1986,PhD,Single,29999.0,1,22,68,7,59,10,5,11,4,8,0,0,40,1,160,Não Comprador
1983,Graduation,Single,24072.0,1,79,9,1,6,3,0,4,2,8,0,0,43,1,23,Não Comprador
1989,PhD,Single,33996.0,0,46,40,2,15,8,0,6,3,4,0,0,37,0,71,Não Comprador
1956,PhD,Married,66334.0,0,82,909,11,218,0,0,23,5,5,0,1,70,0,1161,Comprador
1971,Master,Married,35178.0,1,10,23,1,13,2,2,18,2,7,0,0,55,1,59,Não Comprador
1983,Graduation,Together,22010.0,1,51,11,2,9,3,0,8,3,8,0,0,43,1,33,Não Comprador
1960,Graduation,Divorced,62204.0,0,38,317,46,247,151,46,139,12,3,0,1,66,0,946,Comprador
1968,Graduation,Divorced,75693.0,0,10,797,153,293,72,97,30,6,4,0,1,58,0,1442,Comprador
1972,Graduation,Married,30675.0,1,14,10,2,16,11,2,21,3,8,0,0,54,1,62,Não Comprador
1965,Graduation,Together,83003.0,0,18,856,61,570,40,25,122,8,3,0,1,61,0,1674,Comprador
1899,PhD,Together,83532.0,0,36,755,144,562,104,64,224,4,1,0,1,127,0,1853,Comprador
1988,Graduation,Single,68655.0,0,95,456,19,832,75,118,38,11,3,0,1,38,0,1538,Comprador
1986,Graduation,Divorced,41411.0,0,11,37,32,38,11,3,18,4,6,0,0,40,0,139,Não Comprador
1969,PhD,Married,55212.0,0,65,1103,0,45,0,0,34,11,8,0,1,57,0,1182,Comprador
1950,PhD,Together,59292.0,0,71,378,14,68,19,14,14,8,3,0,0,76,0,507,Não Comprador
1973,Basic,Together,27190.0,1,13,1,6,7,0,1,3,2,8,0,0,53,1,18,Não Comprador
1952,Graduation,Divorced,82623.0,0,58,204,34,204,172,153,173,4,1,0,0,74,0,940,Não Comprador
1965,Graduation,Married,44300.0,1,65,30,0,9,0,0,3,3,6,0,0,61,1,42,Não Comprador
1970,Graduation,Divorced,84835.0,0,0,189,104,379,111,189,218,6,1,0,1,56,0,1190,Comprador
1971,Graduation,Widow,30372.0,1,33,15,0,12,7,3,7,3,7,0,0,55,1,44,Não Comprador
1976,Master,Married,33181.0,1,90,9,0,3,0,0,4,2,6,0,0,50,1,16,Não Comprador
1957,Graduation,Married,71113.0,0,95,495,33,255,11,33,8,9,4,0,1,69,0,835,Comprador
1986,Graduation,Married,71952.0,1,93,656,80,455,52,107,93,8,4,0,1,40,1,1443,Comprador
1966,PhD,Single,69759.0,0,38,452,20,514,13,30,0,5,3,0,1,60,0,1029,Comprador
1974,Graduation,Married,72099.0,0,18,546,91,410,119,0,22,10,1,0,0,52,0,1188,Não Comprador
1976,PhD,Single,60000.0,0,57,1048,0,217,0,0,12,5,6,0,1,50,0,1277,Comprador
1978,Graduation,Single,38643.0,1,45,22,2,14,0,1,10,3,7,1,0,48,1,49,Não Comprador
1955,Graduation,Married,50737.0,0,61,78,0,11,0,0,10,4,6,0,0,71,0,99,Não Comprador
1969,PhD,Married,68462.0,0,6,561,64,785,84,128,48,8,1,0,0,57,0,1670,Não Comprador
1943,Master,Married,65073.0,0,65,629,17,177,69,0,8,5,2,1,1,83,0,900,Comprador
1948,PhD,Together,46681.0,0,52,269,15,69,15,19,38,4,5,0,1,78,0,425,Comprador
1957,Graduation,Married,78618.0,0,87,736,163,818,212,163,61,10,2,0,1,69,0,2153,Comprador
1969,PhD,Widow,62187.0,0,38,512,0,83,0,0,41,10,4,0,1,57,0,636,Comprador
1978,Graduation,Married,28442.0,2,53,19,3,10,11,8,6,4,4,0,0,48,2,57,Não Comprador
1978,PhD,Married,37717.0,1,31,9,0,6,4,1,5,2,9,0,0,48,1,25,Não Comprador
1967,Graduation,Married,51479.0,1,67,247,8,160,6,8,65,6,7,0,1,59,1,494,Comprador
1969,Graduation,Single,54803.0,0,65,404,0,92,28,27,142,9,4,0,1,57,0,693,Comprador
1960,Graduation,Married,79530.0,0,64,333,0,815,129,42,29,11,2,0,1,66,0,1348,Comprador
1976,Graduation,Divorced,31615.0,1,82,2,3,20,6,11,9,3,7,0,0,50,1,51,Não Comprador
1962,Graduation,Together,72025.0,0,27,833,33,549,151,133,233,8,3,0,1,64,0,1932,Comprador
1975,PhD,Single,52614.0,0,63,789,0,142,12,9,38,8,8,0,0,51,0,990,Não Comprador
1984,2n Cycle,Married,35684.0,1,66,10,4,7,0,6,3,3,6,0,0,42,1,30,Não Comprador
1975,Graduation,Married,48178.0,1,69,159,4,45,6,2,38,4,8,0,1,51,1,254,Comprador
1970,Master,Single,29548.0,1,52,7,1,6,3,1,11,2,4,0,0,56,1,29,Não Comprador
1966,Graduation,Single,63810.0,0,45,977,12,253,16,12,101,12,8,0,1,60,0,1371,Comprador
1972,PhD,Single,38578.0,1,2,38,4,22,3,3,3,3,8,0,0,54,1,73,Não Comprador
1975,Master,Single,46098.0,1,86,57,0,27,0,0,36,2,8,0,0,51,1,120,Não Comprador
1970,Graduation,Single,22585.0,0,23,3,9,15,13,2,39,2,9,0,0,56,0,81,Não Comprador
1989,Graduation,Single,30279.0,1,13,10,4,14,4,4,1,3,8,0,0,37,1,37,Não Comprador
1961,PhD,Together,66426.0,0,14,1043,24,97,32,24,157,10,6,0,0,65,0,1377,Não Comprador
1969,Graduation,Single,30822.0,1,92,3,9,13,2,12,12,3,7,0,0,57,1,51,Não Comprador
1969,PhD,Married,33581.0,2,38,11,0,5,0,0,1,2,8,0,0,57,2,17,Não Comprador
1985,Graduation,Married,19986.0,1,74,3,6,5,0,2,6,3,7,0,0,41,1,22,Não Comprador
1954,Graduation,Widow,27421.0,0,14,43,12,96,78,40,55,6,7,0,1,72,0,324,Comprador
1973,2n Cycle,Married,35688.0,2,94,73,3,90,12,1,32,4,8,0,1,53,2,211,Comprador
1981,Master,Single,36143.0,1,33,12,0,1,0,0,6,2,3,0,0,45,1,19,Não Comprador
1971,Graduation,Single,10245.0,1,32,4,7,7,6,4,13,2,5,0,0,55,1,41,Não Comprador
1968,Master,Together,43795.0,0,11,314,11,53,4,3,107,4,7,0,1,58,0,492,Comprador
1960,Graduation,Together,63381.0,0,78,571,50,142,33,50,159,13,2,0,1,66,0,1005,Comprador
1949,Graduation,Together,38823.0,0,56,70,0,11,2,8,23,3,6,0,0,77,0,114,Não Comprador
1968,PhD,Divorced,83664.0,1,57,866,21,151,28,21,86,12,5,0,0,58,1,1173,Não Comprador
1979,Graduation,Together,90300.0,0,7,594,134,786,33,134,57,8,1,0,1,47,0,1738,Comprador
1979,Master,Together,62499.0,1,0,140,4,61,0,13,4,6,4,0,0,47,1,222,Não Comprador
1993,Graduation,Single,74293.0,0,66,375,152,335,93,91,81,6,2,0,1,33,0,1127,Comprador
1946,PhD,Married,51012.0,0,86,102,9,63,2,9,24,4,6,0,1,80,0,209,Comprador
1968,Master,Married,70777.0,0,80,554,35,113,0,7,78,12,3,0,1,58,0,787,Comprador
1991,PhD,Together,68682.0,0,56,919,0,505,99,30,45,10,2,0,1,35,0,1598,Comprador
1971,Graduation,Married,43824.0,1,18,96,1,42,12,3,32,4,8,0,0,55,1,186,Não Comprador
1984,Graduation,Together,15345.0,1,51,5,2,16,3,2,19,2,8,0,0,42,1,47,Não Comprador
1987,Graduation,Single,23442.0,1,71,2,0,6,8,6,5,3,7,0,0,39,1,27,Não Comprador
1980,2n Cycle,Together,14515.0,1,71,6,4,9,6,36,35,3,7,0,0,46,1,96,Não Comprador
1956,2n Cycle,Divorced,31395.0,1,80,23,1,25,0,8,7,3,6,0,0,70,1,64,Não Comprador
1965,Graduation,Together,75276.0,0,2,610,105,125,137,42,21,9,5,0,1,61,0,1040,Comprador
1974,Graduation,Single,42373.0,1,83,67,5,61,3,8,19,5,5,0,0,52,1,163,Não Comprador
1960,Graduation,Together,30507.0,0,29,65,36,74,38,20,110,4,7,0,1,66,0,343,Comprador
1955,PhD,Single,55521.0,1,11,416,0,26,0,0,4,6,7,0,1,71,1,446,Comprador
1965,Graduation,Married,48006.0,1,55,23,0,11,3,2,2,3,6,0,0,61,1,41,Não Comprador
1972,PhD,Single,27213.0,1,19,19,3,26,10,9,3,4,8,0,0,54,1,70,Não Comprador
1971,PhD,Divorced,65808.0,1,1,155,7,80,13,7,10,5,6,0,1,55,1,272,Comprador
1974,PhD,Together,30351.0,1,19,14,0,24,3,3,2,2,9,0,0,52,1,46,Não Comprador
1963,Graduation,Married,50437.0,0,28,370,9,92,6,9,4,8,7,0,1,63,0,490,Comprador
1982,2n Cycle,Single,23616.0,1,76,4,22,11,3,7,32,3,8,0,0,44,1,79,Não Comprador
1976,Graduation,Married,53858.0,0,50,407,53,221,58,150,26,6,4,0,1,50,0,915,Comprador
1955,PhD,Married,66465.0,0,1,1200,0,204,38,29,14,12,6,0,1,71,0,1485,Comprador
1987,Graduation,Single,46923.0,1,90,85,44,54,102,78,6,7,7,0,1,39,1,369,Comprador
1962,Graduation,Together,75072.0,0,83,583,34,309,0,22,125,8,3,0,1,64,0,1073,Comprador
1943,PhD,Married,75865.0,0,73,483,0,591,156,0,12,10,1,0,0,83,0,1242,Não Comprador
1975,2n Cycle,Together,19789.0,1,24,2,5,9,28,6,28,3,5,0,0,51,1,78,Não Comprador
1994,Graduation,Together,80134.0,0,11,966,26,282,52,26,26,11,5,0,0,32,0,1378,Não Comprador
1981,Graduation,Single,91065.0,0,33,822,114,108,179,137,114,9,3,0,1,45,0,1474,Comprador
1971,Master,Married,49505.0,1,4,604,0,100,19,0,28,8,8,0,1,55,1,751,Comprador
1973,PhD,Married,37401.0,1,14,19,3,19,3,1,3,3,7,0,0,53,1,48,Não Comprador
1983,Graduation,Married,30096.0,1,30,5,3,11,12,5,9,3,6,0,0,43,1,45,Não Comprador
1982,Master,Together,18492.0,1,75,2,2,2,2,1,1,2,8,0,0,44,1,10,Não Comprador
1974,Master,Married,82584.0,0,26,1076,68,103,29,91,68,8,1,0,0,52,0,1435,Não Comprador
1941,PhD,Married,93027.0,0,77,1285,42,716,55,0,21,5,2,0,1,85,0,2119,Comprador
1953,Graduation,Married,48686.0,1,8,10,0,7,2,0,1,2,8,0,0,73,1,20,Não Comprador
1986,Graduation,Married,92910.0,0,42,551,137,792,179,103,33,13,1,0,1,40,0,1795,Comprador
1989,Graduation,Married,75433.0,1,28,800,0,297,0,34,57,10,6,0,0,37,1,1188,Não Comprador
1989,2n Cycle,Together,10404.0,1,52,2,2,11,10,6,12,4,5,0,0,37,1,43,Não Comprador
1968,Graduation,Married,61314.0,0,1,378,0,189,97,172,172,12,3,0,1,58,0,1008,Comprador
1961,PhD,Single,84865.0,0,1,1248,16,349,43,16,16,9,4,0,0,65,0,1688,Não Comprador
1989,Graduation,Married,42387.0,1,42,235,0,235,19,4,191,7,8,0,1,37,1,684,Comprador
1967,2n Cycle,Together,67309.0,1,76,515,47,181,149,95,95,9,7,0,1,59,1,1082,Comprador
1964,Graduation,Married,75236.0,0,27,438,66,400,12,38,114,13,4,0,1,62,0,1068,Comprador
1970,Graduation,Single,30015.0,1,28,25,0,22,2,3,5,4,5,0,0,56,1,57,Não Comprador
1956,Master,Together,50943.0,0,49,31,0,7,2,0,6,3,5,0,0,70,0,46,Não Comprador
1966,Graduation,Divorced,67272.0,0,12,357,35,271,28,28,14,12,5,0,1,60,0,733,Comprador
1949,Master,Widow,51529.0,0,14,400,4,35,6,0,22,5,8,0,1,77,0,467,Comprador
1971,PhD,Married,32011.0,1,89,99,0,15,2,1,5,4,7,0,0,55,1,122,Não Comprador
1986,2n Cycle,Married,7500.0,1,96,1,11,5,4,6,9,3,8,0,0,40,1,36,Não Comprador
1989,Graduation,Married,28691.0,1,56,5,4,13,8,0,4,3,8,0,0,37,1,34,Não Comprador
1948,PhD,Married,56223.0,0,72,77,28,31,16,0,4,5,4,0,0,78,0,156,Não Comprador
1946,Graduation,Married,18100.0,0,14,3,1,2,4,3,1,3,5,0,0,80,0,14,Não Comprador
1989,Graduation,Single,30279.0,1,13,10,4,14,4,4,1,3,8,0,0,37,1,37,Não Comprador
1974,2n Cycle,Married,20130.0,0,99,0,6,3,7,6,12,3,8,0,0,52,0,34,Não Comprador
1959,Graduation,Divorced,23295.0,0,72,0,0,1,2,12,5,2,8,0,0,67,0,20,Não Comprador
1972,Master,Divorced,42618.0,1,92,76,14,74,13,5,10,4,8,0,1,54,1,192,Comprador
1964,Graduation,Single,81246.0,0,87,398,190,537,61,156,37,7,1,0,1,62,0,1379,Comprador
1976,Graduation,Married,24027.0,1,7,14,7,11,11,0,5,3,8,0,0,50,1,48,Não Comprador
1953,PhD,Married,55707.0,0,91,208,7,82,30,66,35,9,3,0,0,73,0,428,Não Comprador
1955,Graduation,Single,57959.0,0,71,430,16,322,43,24,33,11,3,0,1,71,0,868,Comprador
1969,Graduation,Married,56796.0,0,24,656,38,161,62,47,37,7,7,0,1,57,0,1001,Comprador
1971,Master,Single,36230.0,1,17,14,2,30,8,2,3,4,5,0,0,55,1,59,Não Comprador
1980,2n Cycle,Married,70829.0,1,87,141,70,106,72,19,23,8,3,0,1,46,1,431,Comprador
1976,Graduation,Married,65991.0,0,21,507,19,364,25,47,9,10,7,0,1,50,0,971,Comprador
1972,Graduation,Married,38988.0,1,90,164,24,103,12,3,42,6,8,0,1,54,1,348,Comprador
1966,2n Cycle,Single,89572.0,0,44,606,24,974,197,194,64,9,4,0,1,60,0,2059,Comprador
1984,Master,Married,42207.0,1,71,116,11,72,3,17,46,5,6,0,1,42,1,265,Comprador
1952,Graduation,Married,50300.0,0,52,143,15,60,24,23,5,8,2,0,0,74,0,270,Não Comprador
1982,2n Cycle,Together,66664.0,0,78,398,96,447,220,96,32,6,3,0,1,44,0,1289,Comprador
1964,Graduation,Married,60597.0,0,2,522,0,257,32,16,66,8,7,0,0,62,0,893,Não Comprador
1949,Graduation,Widow,70165.0,0,60,161,0,253,199,191,122,11,1,0,0,77,0,926,Não Comprador
1958,PhD,Widow,50520.0,0,25,112,0,6,2,1,14,3,6,0,0,68,0,135,Não Comprador
1963,Graduation,Married,80124.0,0,47,483,84,398,205,84,241,8,1,0,0,63,0,1495,Não Comprador
1975,Graduation,Married,33183.0,1,46,7,5,39,17,15,37,3,7,0,1,51,1,120,Comprador
1969,PhD,Single,66582.0,0,83,789,25,420,16,38,0,9,1,0,0,57,0,1288,Não Comprador
1955,PhD,Together,75261.0,0,17,1239,17,413,23,34,17,5,2,0,1,71,0,1743,Comprador
1970,Graduation,Widow,31880.0,1,13,4,1,5,2,0,3,2,8,0,0,56,1,15,Não Comprador
1951,Graduation,Married,53790.0,0,86,335,42,127,28,5,5,8,6,0,1,75,0,542,Comprador
1971,PhD,Together,49269.0,1,92,639,8,166,11,8,58,12,7,0,1,55,1,890,Comprador
1975,Graduation,Married,61456.0,0,47,563,76,384,84,192,89,13,4,0,1,51,0,1388,Comprador
1980,Graduation,Married,37406.0,1,18,2,0,8,2,2,3,2,8,0,0,46,1,17,Não Comprador
1981,PhD,Together,56937.0,1,81,746,8,125,11,8,8,9,6,0,1,45,1,906,Comprador
1978,Graduation,Married,38415.0,1,91,22,1,13,4,0,4,3,7,0,0,48,1,44,Não Comprador
1988,Graduation,Single,20518.0,1,58,4,1,6,4,1,9,2,5,0,0,38,1,25,Não Comprador
1956,Graduation,Married,62503.0,0,40,478,0,193,110,75,117,11,5,0,1,70,0,973,Comprador
1972,PhD,Single,41644.0,1,67,20,3,4,2,0,2,3,3,0,0,54,1,31,Não Comprador
1977,Master,Married,55842.0,0,19,451,0,39,0,4,24,8,5,0,1,49,0,518,Comprador
1972,PhD,Married,62010.0,0,93,371,22,39,6,0,92,7,5,0,1,54,0,530,Comprador
1977,Graduation,Married,41124.0,1,41,281,7,84,15,0,119,4,8,0,1,49,1,506,Comprador
1973,Master,Married,38961.0,1,60,19,7,19,0,1,24,2,7,0,0,53,1,70,Não Comprador
1972,Master,Divorced,37760.0,1,54,26,3,13,2,10,0,3,6,0,0,54,1,54,Não Comprador
1974,Graduation,Single,32233.0,1,26,138,15,35,25,11,72,2,9,0,1,52,1,296,Comprador
1975,Graduation,Married,43057.0,0,30,213,2,44,0,2,5,5,5,0,1,51,0,266,Comprador
1960,Master,Together,83151.0,0,93,407,28,100,120,74,18,4,3,0,1,66,0,747,Comprador
1964,PhD,Divorced,78825.0,0,35,483,74,114,169,37,18,13,3,0,1,62,0,895,Comprador
1976,Master,Together,65104.0,0,4,738,0,232,13,20,50,7,7,0,0,50,0,1053,Não Comprador
1974,Graduation,Married,60093.0,0,92,502,12,109,16,6,90,10,6,0,1,52,0,735,Comprador
1969,Graduation,Married,14045.0,1,24,11,0,5,2,1,1,3,7,0,0,57,1,20,Não Comprador
1952,2n Cycle,Widow,28457.0,0,96,24,1,108,29,29,14,4,8,0,1,74,0,205,Comprador
1958,PhD,Together,78952.0,0,11,1170,19,594,99,76,134,12,6,0,0,68,0,2092,Não Comprador
1976,Graduation,Divorced,46310.0,1,99,185,2,88,15,5,14,5,8,0,1,50,1,309,Comprador
1955,Graduation,Together,76005.0,0,72,983,20,389,240,50,40,13,6,0,0,71,0,1722,Não Comprador
1964,Master,Single,58308.0,0,77,691,0,69,10,0,130,3,8,0,0,62,0,900,Não Comprador
1944,PhD,Divorced,55614.0,0,85,504,13,131,8,0,26,6,7,0,1,82,0,682,Comprador
1962,Master,Divorced,59432.0,0,88,317,25,265,25,19,12,11,5,0,1,64,0,663,Comprador
1978,Graduation,Divorced,55563.0,0,22,29,1,9,2,0,2,3,3,0,0,48,0,43,Não Comprador
1971,PhD,Together,78642.0,0,83,1396,0,322,46,35,17,4,6,0,1,55,0,1816,Comprador
1949,PhD,Together,67911.0,0,63,529,0,356,63,28,0,11,3,0,1,77,0,976,Comprador
1944,Graduation,Married,65275.0,0,9,388,14,218,91,14,21,13,2,0,1,82,0,746,Comprador
1950,Graduation,Together,27203.0,1,92,13,2,21,4,0,24,2,8,0,0,76,1,64,Não Comprador
1961,Master,Together,48330.0,0,2,28,0,4,0,0,0,3,5,0,0,65,0,32,Não Comprador
1990,Basic,Married,24279.0,0,6,16,36,21,20,62,108,3,8,0,1,36,0,263,Comprador
1985,PhD,Married,64355.0,1,66,1047,0,140,67,38,153,12,8,0,1,41,1,1445,Comprador
1956,Master,Together,50943.0,0,49,31,0,7,2,0,6,3,5,0,0,70,0,46,Não Comprador
1953,Graduation,Widow,53653.0,0,29,815,10,239,28,10,108,12,6,0,1,73,0,1210,Comprador
1976,Graduation,Married,65665.0,0,77,225,162,387,106,36,29,8,3,0,1,50,0,945,Comprador
1989,Graduation,Single,81217.0,0,77,493,70,324,146,40,84,11,1,0,0,37,0,1157,Não Comprador
1992,Graduation,Married,34935.0,0,71,34,4,66,3,10,20,4,7,0,0,34,0,137,Não Comprador
1959,Graduation,Divorced,61250.0,0,49,382,138,65,60,26,59,12,5,0,1,67,0,730,Comprador
1981,PhD,Together,39665.0,1,97,127,1,56,0,1,31,3,7,0,1,45,1,216,Comprador
1979,Graduation,Single,60152.0,0,6,325,83,300,86,58,91,12,3,0,1,47,0,943,Comprador
1964,Graduation,Married,48920.0,0,93,238,17,68,8,10,6,5,7,0,1,62,0,347,Comprador
1959,Master,Together,89120.0,0,78,1168,92,408,72,129,55,7,1,0,1,67,0,1924,Comprador
1946,PhD,Together,44124.0,0,62,284,0,55,0,6,52,5,8,0,1,80,0,397,Comprador
1975,Master,Single,81169.0,0,47,1288,20,613,80,61,27,9,2,0,1,51,0,2089,Comprador
1961,Graduation,Married,36443.0,1,9,65,0,46,4,3,20,3,8,0,0,65,1,138,Não Comprador
1990,Graduation,Single,26095.0,1,77,11,7,9,3,1,11,3,7,0,0,36,1,42,Não Comprador
1959,Graduation,Together,71367.0,0,24,227,23,389,42,21,75,7,2,0,1,67,0,777,Comprador
1944,Master,Married,80184.0,0,19,1035,134,670,25,38,0,10,3,0,1,82,0,1902,Comprador
1965,Graduation,Divorced,30630.0,1,67,27,1,12,2,0,10,3,7,0,0,61,1,52,Não Comprador
1987,Master,Single,73454.0,0,95,982,73,351,56,14,175,6,5,0,0,39,0,1651,Não Comprador
1991,Graduation,Married,42691.0,0,48,179,2,64,38,17,58,6,5,0,1,35,0,358,Comprador
1953,Graduation,Married,70503.0,0,73,1379,33,216,0,33,66,9,6,0,0,73,0,1727,Não Comprador
1987,Graduation,Married,25545.0,1,35,32,1,64,16,12,85,3,6,0,0,39,1,210,Não Comprador
1986,Graduation,Married,32880.0,1,76,8,4,15,7,6,2,3,8,0,0,40,1,42,Não Comprador
1958,PhD,Together,77863.0,0,20,881,38,319,16,25,12,10,2,0,1,68,0,1291,Comprador
1977,Master,Married,50353.0,0,72,141,15,153,67,31,35,6,3,0,1,49,0,442,Comprador
